names,date_x,score,genre,overview,orig_title,status,orig_lang,budget_x,revenue,country
Noise,03/17/2023 ,49.0,"Drama, Thriller","Matt, an influencer and young parent to newborn Julius, discovers a dark secret from his dementing father's past. He starts an in-depth investigation, which consequently opens a Pandora's box of secrets and unravels more family dramas than anticipated. Matt's wife, Liv, is deeply concerned and will do everything in her power not to lose him, but is it too late..?",Noise, Released,"Dutch",147200000.0,1052163302.4,US
The Infernal Machine,09/23/2022 ,66.0,"Thriller, Mystery","Reclusive and controversial author Bruce Cogburn is drawn out of hiding by an obsessive fan, forcing the novelist to confront a past that he thought he could escape, and to account for events set in motion by his bestseller decades earlier. Cogburn's search for who is behind the manipulation and mental torment he encounters leads to an emotional roller-coaster ride full of fear and danger, where things are not always as clear as they seem to be, and where past deeds can have dire consequences.",The Infernal Machine, Released, English,88200000.0,367763875.4,US
Abandoned,06/17/2022 ,63.0,"Horror, Mystery, Thriller","After a young couple moves into a remote farmhouse with their infant son, the woman's struggles with postpartum psychosis begin to intensify... as the house reveals secrets of its own.",Abandoned, Released, English,97760000.0,384573450.8,US
The Ten Commandments: The Movie,01/28/2016 ,72.0,Drama,Follows Moses leading and conducting the Hebrew people from the slavery of Egypt to the freedom towards the Promised Land according to the Ancient Testament Bible book of the Exodus. The story told like never before is faithful to the Scriptures., Os Dez Mandamentos: O Filme, Released, Portuguese,39307171.0,37070177.0,BR
The Avengers,04/25/2012 ,77.0,"Science Fiction, Action, Adventure","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",The Avengers, Released, English,225000000.0,1515100211.0,AU
The Avengers,04/25/2012 ,77.0,"Science Fiction, Action, Adventure","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",The Avengers, Released, English,60000000.0,48585416.0,AU
Still Time,10/22/2022 ,65.0,"Romance, Comedy, Drama","Dante accidentally kisses Alice and they get engaged. After a surprise party for his 40th birthday, he wakes up a year later, not remembering what happened. Not only does he discover that Alice is pregnant... He feels time is passing too quickly and he starts forgetting some of the most important moments of his life.", Era ora, Released, Italian,138000000.0,405994737.6,IT
Exodus: Gods and Kings,12/11/2014 ,58.0,"Adventure, Drama, Action","The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",Exodus: Gods and Kings, Released, English,140000000.0,268314513.0,AU
Wolf Hound,09/01/2022 ,66.0,"War, Action","Inspired by the real-life German special operations unit KG 200 that shot down, repaired, and flew Allied aircraft as Trojan horses, ""Wolf Hound"" takes place in 1944 German-occupied France and follows the daring exploits of Jewish-American fighter pilot Captain David Holden. Ambushed behind enemy lines, Holden must rescue a captured B-17 Flying Fortress crew, evade a ruthless enemy stalking him at every turn, and foil a plot that could completely alter the outcome of World War II.",Wolf Hound, Released, English,142000000.0,491960363.2,AU
The Little Mermaid,05/26/2023 ,0.0,"Adventure, Family, Fantasy, Romance","The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",The Little Mermaid, Post Production, English,205000000.0,178359863.0,US
F9,06/17/2021 ,72.0,"Action, Adventure, Crime, Thriller",Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,F9, Released, English,200000000.0,726229501.0,AU
The Wolf of Wall Street,01/22/2014 ,80.0,"Crime, Drama, Comedy","A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",The Wolf of Wall Street, Released, English,100000000.0,389816136.0,AU
Pinball: The Man Who Saved the Game,03/17/2023 ,78.0,"Comedy, Drama, History, Romance","The dramatic comedy is based on the true story of writer and pinball wizard Roger Sharpe, chronicling his journey to overturn New York City’s 35-year ban on pinball.",Pinball: The Man Who Saved the Game, Released, English,146000000.0,469006626.2,US
"Tad, the Lost Explorer and the Emerald Tablet",12/08/2022 ,76.0,"Animation, Adventure, Comedy, Family, Fantasy","Tad accidentally unleashes an ancient spell, endangering the lives of his friends Mummy, Jeff, and Belzoni. With everyone against him and only helped by Sara, he sets off on an adventure to end the Curse of the Mummy.", Tadeo Jones 3: La Tabla Esmeralda, Released,Spanish,119200000.0,379074781.8,AU
Brothers,03/18/2010 ,73.0,"Drama, Thriller, War","When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.",Brothers, Released, English,26000000.0,45043870.0,AU
Brothers,03/18/2010 ,73.0,"Drama, Thriller, War","When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.",Brothers, Released, English,13000000.0,17856688.0,AU
Harry Potter and the Prisoner of Azkaban,06/03/2004 ,80.0,"Adventure, Fantasy","Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",Harry Potter and the Prisoner of Azkaban, Released, English,130000000.0,789592708.0,AU
Out of the Blue,10/20/2022 ,46.0,"Thriller, Romance","After spending time in prison following an assault charge, Connor Bates now works in a library and spends his free time running, swimming, and trying to piece his world back together. When he meets Marilyn Chambers, the wife of a wealthy businessman, they collide into an intense physical and emotional relationship that quickly escalates into idle talk about her husband’s murder.",Out of the Blue, Released, English,4600000.0,731767.0,AU
RRR,03/25/2022 ,78.0,"Action, Drama",A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s., రౌద్రం రణం రుధిరం, Released, Telugu,69000000.0,160000000.0,AU
Broker,03/30/2023 ,72.0,"Drama, Comedy","Sang-hyeon is always struggling from debt, and Dong-soo works at a baby box facility. On a rainy night, they steal the baby Woo-sung, who was left in the baby box, to sell him at a good price. Meanwhile, detectives were watching, and they quietly track them down to capture the crucial evidence.", 브로커, Released, Korean,28648000.0,18632208.0,AU
The Black Phone,06/30/2022 ,78.0,"Horror, Thriller","Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",The Black Phone, Released, English,17000000.0,161440742.0,AU
Tom and Jerry Snowman's Land,11/15/2022 ,69.0,"Family, Comedy, Animation, Adventure","It’s time to chase that holiday spirit with Tom and Jerry! With magic in the air, Jerry and his nephew, Tuffy, make a snow mouse that miraculously comes to life! To keep their new friend, Larry the snow mouse from melting, Tuffy and Jerry must race him to the fabled Snowman’s Village. In hot pursuit, Tom and devious Dr. Doublevay have their own plans for Larry’s magic.",Tom and Jerry Snowman's Land, Released, English,57440000.0,689333138.0,US
Transformers: Rise of the Beasts,06/09/2023 ,0.0,"Action, Adventure, Science Fiction","A ‘90s globetrotting adventure that introduces the Maximals, Predacons, and Terrorcons to the existing battle on earth between Autobots and Decepticons.",Transformers: Rise of the Beasts, Post Production, English,200000000.0,1240261.6,US
Avengers: Endgame,04/24/2019 ,83.0,"Adventure, Science Fiction, Action","After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",Avengers: Endgame, Released, English,400000000.0,2794731755.0,AU
